1.100000000000000006e-01,7.556817584149638778e-04,2.319319502316620181e-04,0.000000000000000000e+00
2.000000000000000111e-01,7.727510783158836327e-04,7.536773525045179943e-04,0.000000000000000000e+00
2.999999999999999889e-01,7.903316025123230393e-04,5.476937057172421609e-04,0.000000000000000000e+00
4.099999999999999756e-01,8.106334503881068576e-04,-4.976652383144491206e-04,0.000000000000000000e+00
5.100000000000000089e-01,8.297892411918694755e-04,5.226003814069780668e-04,0.000000000000000000e+00
5.899999999999999689e-01,8.435637293234404810e-04,2.553462054791901859e-04,0.000000000000000000e+00
6.700000000000000400e-01,8.638359467499773237e-04,1.213844721937677311e-04,0.000000000000000000e+00
7.500000000000000000e-01,8.769718960569272692e-04,7.537726106220481431e-04,0.000000000000000000e+00
8.499999999999999778e-01,8.959742117092273084e-04,7.263759573679676954e-05,0.000000000000000000e+00
9.200000000000000400e-01,9.087614382416314696e-04,-4.731731984993978180e-04,0.000000000000000000e+00
1.000000000000000000e+00,9.233287669987294555e-04,-4.879956003346011149e-04,0.000000000000000000e+00
1.080000000000000071e+00,9.399783220653545879e-04,1.732947262796943151e-04,0.000000000000000000e+00
1.149999999999999911e+00,9.527941475846735120e-04,6.223752228025828781e-05,0.000000000000000000e+00
1.229999999999999982e+00,9.649897178871796877e-04,-4.750235065049877815e-04,0.000000000000000000e+00
1.310000000000000053e+00,9.828303330011445293e-04,6.050735696833801393e-04,0.000000000000000000e+00
1.379999999999999893e+00,9.942678133254556627e-04,-4.883324385289113849e-04,0.000000000000000000e+00
1.459999999999999964e+00,1.010446467037698359e-03,1.728089030540602851e-05,0.000000000000000000e+00
1.540000000000000036e+00,1.027651565707513037e-03,3.854366069618876656e-04,0.000000000000000000e+00
1.620000000000000107e+00,1.040867941973153132e-03,6.326743520830214367e-04,0.000000000000000000e+00
1.689999999999999947e+00,1.051784866876945279e-03,1.746532485962908065e-04,0.000000000000000000e+00
1.780000000000000027e+00,1.072194601335688113e-03,1.243192135244531780e-04,0.000000000000000000e+00
1.850000000000000089e+00,1.084038743851226116e-03,2.058035134225385347e-05,0.000000000000000000e+00
1.929999999999999938e+00,1.098945243647481140e-03,2.305136212220426997e-04,0.000000000000000000e+00
2.000000000000000000e+00,1.114917755603600513e-03,2.202240603104734505e-04,0.000000000000000000e+00
2.080000000000000071e+00,1.129358169907890286e-03,2.306947416232296082e-04,0.000000000000000000e+00
2.149999999999999911e+00,1.141394253601893394e-03,-4.258649433959197338e-04,0.000000000000000000e+00
2.229999999999999982e+00,1.153915318219039809e-03,1.550170115829802313e-04,0.000000000000000000e+00
2.319999999999999840e+00,1.173654582158248361e-03,1.210975318752053736e-04,0.000000000000000000e+00
2.390000000000000124e+00,1.187847372957198666e-03,-7.386119155281856185e-04,0.000000000000000000e+00
2.470000000000000195e+00,1.200374156845110396e-03,6.104625447153473020e-05,0.000000000000000000e+00
2.560000000000000053e+00,1.218960743484820419e-03,1.719461616866335880e-05,0.000000000000000000e+00
2.640000000000000124e+00,1.230744874822609081e-03,2.281751086958084336e-04,0.000000000000000000e+00
2.720000000000000195e+00,1.249944984154996441e-03,1.280082427627983466e-04,0.000000000000000000e+00
2.799999999999999822e+00,1.260135145892404829e-03,-5.974910707953859541e-05,0.000000000000000000e+00
2.879999999999999893e+00,1.279604813835613641e-03,5.631108300686799364e-04,0.000000000000000000e+00
2.950000000000000178e+00,1.292906520364192624e-03,6.018290632205525458e-05,0.000000000000000000e+00
3.040000000000000036e+00,1.311316632812517535e-03,3.876770716681594798e-04,0.000000000000000000e+00
3.120000000000000107e+00,1.326194613453679505e-03,2.182225836660349764e-04,0.000000000000000000e+00
3.200000000000000178e+00,1.337900860914620349e-03,2.307280359208836490e-04,0.000000000000000000e+00
3.259999999999999787e+00,1.352556058745929546e-03,-1.453759447372489041e-04,0.000000000000000000e+00
3.339999999999999858e+00,1.357830950662608505e-03,-4.636297357558082370e-04,0.000000000000000000e+00
3.390000000000000124e+00,1.375616575987809176e-03,6.067101908789671158e-05,0.000000000000000000e+00
3.459999999999999964e+00,1.388858478402685281e-03,4.276181635995854281e-04,0.000000000000000000e+00
3.540000000000000036e+00,1.404318776722104922e-03,1.036914881759990896e-04,0.000000000000000000e+00
3.620000000000000107e+00,1.420584708129279949e-03,5.226256604396398034e-04,0.000000000000000000e+00
3.689999999999999947e+00,1.431894874000000373e-03,3.052144340856299039e-04,0.000000000000000000e+00
3.770000000000000018e+00,1.447924730574534635e-03,-5.347454252497019651e-05,0.000000000000000000e+00
3.839999999999999858e+00,1.458822617646002295e-03,6.553869502977245881e-05,0.000000000000000000e+00
3.899999999999999911e+00,1.471390724196927624e-03,2.350767264390505392e-04,0.000000000000000000e+00
3.970000000000000195e+00,1.485250650378563964e-03,1.167122539710619441e-04,0.000000000000000000e+00
4.049999999999999822e+00,1.501490421381840301e-03,2.927633323601022817e-06,0.000000000000000000e+00
4.129999999999999893e+00,1.512939592655998533e-03,1.148129550718619943e-04,0.000000000000000000e+00
4.209999999999999964e+00,1.531554797996270700e-03,5.932954614900903681e-04,0.000000000000000000e+00
4.290000000000000036e+00,1.545047610513855529e-03,2.306970452510830765e-04,0.000000000000000000e+00
4.360000000000000320e+00,1.557155553994146735e-03,-5.039215665989197485e-04,0.000000000000000000e+00
4.440000000000000391e+00,1.589949041697139021e-03,6.551230005526899151e-04,0.000000000000000000e+00
4.519999999999999574e+00,1.630411574865126001e-03,3.367007824065203756e-04,0.000000000000000000e+00
4.599999999999999645e+00,1.640259359336856959e-03,-7.649904749139225385e-04,0.000000000000000000e+00
4.669999999999999929e+00,1.665249866639656462e-03,6.302039044419729995e-04,0.000000000000000000e+00
4.750000000000000000e+00,1.679719544859889502e-03,1.193021398195188006e-04,0.000000000000000000e+00
4.839999999999999858e+00,1.693988900594425862e-03,5.775146066120844576e-04,0.000000000000000000e+00
4.919999999999999929e+00,1.709511362089424780e-03,5.256332236542352824e-04,0.000000000000000000e+00
5.009999999999999787e+00,1.336132880901369502e-03,-8.067004794886585605e-04,0.000000000000000000e+00
5.080000000000000071e+00,1.336172288512599282e-03,-2.639508510745219383e-05,0.000000000000000000e+00
5.160000000000000142e+00,1.340010180178652366e-03,-1.214708973265648737e-04,0.000000000000000000e+00
5.250000000000000000e+00,1.336635981898620651e-03,5.521108159775972151e-05,0.000000000000000000e+00
5.320000000000000284e+00,1.336972148593046361e-03,-5.049698724980547851e-05,0.000000000000000000e+00
5.400000000000000355e+00,1.345716848884570549e-03,1.637600479786342669e-04,0.000000000000000000e+00
5.490000000000000213e+00,1.365204262809102675e-03,6.180944458053355131e-05,0.000000000000000000e+00
5.559999999999999609e+00,1.378660010831811444e-03,5.633912761120236532e-04,0.000000000000000000e+00
